"row ID","Date","Match Time(s)","Map","Team A Rounds","Team B Rounds","Kills","Assists","Deaths","Mvp's","Points","Result"
"Row681","16/2/2016",2472,"Mirage",11,16,17,4,23,1,53,"Lost"
"Row682","15/2/2016",2268,"Dust II",12,16,14,6,23,2,40,"Lost"
"Row683","15/2/2016",1889,"Mirage",16,7,6,3,18,1,24,"Lost"
"Row684","13/2/2016",2483,"Mirage",16,10,13,7,22,3,41,"Lost"
"Row685","13/2/2016",2273,"Dust II",16,9,16,5,20,2,48,"Lost"
"Row686","13/2/2016",2090,"Dust II",8,16,14,3,17,2,33,"Win"
"Row687","13/2/2016",2037,"Mirage",16,8,22,6,13,6,63,"Win"
"Row688","13/2/2016",2010,"Dust II",16,8,16,3,13,2,43,"Win"
"Row689","12/2/2016",2388,"Dust II",15,15,17,8,20,1,51,"Tie"
"Row690","12/2/2016",2668,"Mirage",15,15,13,3,23,1,40,"Tie"
"Row691","8/2/2016",1625,"Inferno",2,16,12,0,18,0,24,"Lost"
"Row692","8/2/2016",1761,"Mirage",16,5,4,0,18,0,10,"Lost"
"Row693","8/2/2016",1840,"Mirage",16,6,14,6,12,0,39,"Win"
"Row694","7/2/2016",1514,"Mirage",3,16,6,2,17,0,14,"Lost"
"Row695","7/2/2016",1775,"Dust II",3,16,9,5,19,0,23,"Lost"
"Row696","4/2/2016",1392,"Inferno",16,0,7,4,16,0,22,"Lost"
"Row697","29/1/2016",2632,"Cobblestone",12,16,12,5,20,2,35,"Win"
"Row698","28/1/2016",3079,"Mirage",16,14,7,6,22,0,26,"Win"
"Row699","28/1/2016",2303,"Mirage",9,16,12,3,20,1,29,"Lost"
"Row700","28/1/2016",2363,"Mirage",11,16,20,3,19,1,48,"Lost"
"Row701","24/1/2016",2949,"Mirage",12,16,12,4,19,2,45,"Win"
"Row702","24/1/2016",2450,"Mirage",9,16,9,5,20,0,29,"Win"
"Row703","24/1/2016",2521,"Inferno",16,9,1,1,3,0,3,"Lost"
"Row704","19/1/2016",1534,"Dust II",2,16,8,5,12,2,28,"Win"
"Row705","18/1/2016",2007,"Dust II",6,16,13,1,15,1,33,"Win"
"Row706","18/1/2016",1237,"Dust II",0,16,13,10,8,2,36,"Win"
"Row707","18/1/2016",1786,"Inferno",16,3,11,4,11,1,27,"Win"
"Row708","16/1/2016",2266,"Mirage",16,10,17,5,16,2,47,"Win"
"Row709","14/1/2016",2980,"Inferno",15,15,11,8,23,0,30,"Tie"
"Row710","14/1/2016",2360,"Inferno",16,5,3,0,6,0,7,"Win"
"Row711","9/1/2016",2700,"Inferno",14,16,16,2,18,2,41,"Lost"
"Row712","9/1/2016",2728,"Mirage",14,16,18,5,21,1,44,"Win"
"Row713","9/1/2016",2585,"Mirage",12,16,13,3,21,1,42,"Win"
"Row714","9/1/2016",2045,"Inferno",5,16,13,3,15,3,34,"Win"
"Row715","9/1/2016",1907,"Inferno",16,3,11,1,13,1,25,"Win"
"Row716","9/1/2016",1594,"Inferno",16,1,15,5,9,4,37,"Win"
"Row717","9/1/2016",1515,"Inferno",16,1,1,1,6,0,3,"Lost"
"Row718","9/1/2016",2436,"Inferno",16,9,10,2,17,1,24,"Win"
"Row719","8/1/2016",2707,"Inferno",16,12,18,5,16,0,42,"Win"
"Row720","8/1/2016",3083,"Dust II",13,16,17,6,22,2,43,"Win"
"Row721","6/1/2016",1484,"Mirage",3,16,18,5,9,5,45,"Win"
"Row722","6/1/2016",2897,"Inferno",15,15,19,2,23,2,45,"Tie"
"Row723","5/1/2016",2249,"Mirage",9,16,14,5,20,1,41,"Lost"
"Row724","1/1/2016",3139,"Inferno",16,13,17,3,18,5,45,"Win"
"Row725","31/12/2015",2888,"Cobblestone",16,12,8,1,18,0,23,"Win"
"Row726","29/12/2015",1951,"Mirage",6,16,14,2,13,1,41,"Win"
"Row727","28/12/2015",1646,"Mirage",16,3,7,5,9,0,26,"Win"
"Row728","28/12/2015",1617,"Mirage",16,4,5,4,18,0,20,"Lost"
"Row729","28/12/2015",2728,"Mirage",15,15,30,5,19,4,75,"Tie"
"Row730","28/12/2015",1762,"Dust II",4,16,6,4,18,2,22,"Lost"
"Row731","27/12/2015",2967,"Inferno",15,15,9,4,23,2,27,"Tie"
"Row732","24/12/2015",1592,"Inferno",16,3,7,8,12,1,25,"Win"
"Row733","24/12/2015",1720,"Mirage",16,2,6,2,18,0,18,"Lost"
"Row734","24/12/2015",2269,"Inferno",7,16,10,2,15,1,26,"Win"
"Row735","23/12/2015",2917,"Inferno",16,12,15,4,21,1,36,"Lost"
"Row736","23/12/2015",2780,"Inferno",16,12,13,6,21,2,39,"Win"
"Row737","23/12/2015",1883,"Mirage",7,16,17,5,18,2,49,"Win"
"Row738","23/12/2015",2286,"Dust II",16,9,12,6,19,3,39,"Lost"
"Row739","22/12/2015",1973,"Inferno",16,4,10,0,17,0,23,"Lost"
"Row740","22/12/2015",1963,"Dust II",16,6,15,3,10,3,40,"Win"
"Row741","22/12/2015",2299,"Mirage",9,16,8,4,16,0,28,"Win"
"Row742","21/12/2015",1880,"Dust II",16,4,10,4,11,3,28,"Win"
"Row743","21/12/2015",1961,"Mirage",16,5,9,3,17,2,25,"Lost"
"Row744","21/12/2015",2259,"Dust II",16,8,22,5,13,2,52,"Win"
"Row745","20/12/2015",3060,"Inferno",15,15,14,6,25,0,37,"Tie"
"Row746","20/12/2015",1529,"Mirage",2,16,1,2,10,0,4,"Lost"
"Row747","20/12/2015",2163,"Inferno",16,10,11,9,18,2,35,"Win"
"Row748","19/12/2015",2294,"Mirage",7,16,20,2,19,1,50,"Lost"
"Row749","19/12/2015",2293,"Dust II",8,16,19,4,14,7,51,"Win"
"Row750","19/12/2015",1585,"Cache",16,3,15,5,6,2,38,"Win"
"Row751","19/12/2015",2231,"Cobblestone",11,16,21,3,22,3,54,"Lost"
"Row752","19/12/2015",1796,"Dust II",3,16,22,2,10,2,51,"Win"
"Row753","18/12/2015",1953,"Inferno",16,6,10,4,13,1,27,"Win"
"Row754","18/12/2015",2437,"Inferno",16,11,17,5,23,2,45,"Lost"
"Row755","18/12/2015",2287,"Mirage",8,16,16,1,14,4,47,"Win"
"Row756","17/12/2015",2345,"Inferno",9,16,10,2,12,1,33,"Win"
"Row757","16/12/2015",2900,"Dust II",15,15,13,4,25,1,39,"Tie"
"Row758","16/12/2015",1708,"Mirage",16,4,11,1,20,0,27,"Lost"
"Row759","15/12/2015",2052,"Mirage",3,16,16,2,9,3,49,"Win"
"Row760","15/12/2015",2820,"Inferno",16,11,16,4,23,1,42,"Lost"
"Row761","14/12/2015",2171,"Dust II",7,16,15,2,18,0,32,"Lost"
"Row762","14/12/2015",1641,"Mirage",16,1,5,5,17,0,15,"Lost"
"Row763","14/12/2015",1842,"Mirage",5,16,5,2,17,0,12,"Lost"
"Row764","13/12/2015",2347,"Mirage",16,7,8,4,16,2,28,"Win"
"Row765","12/12/2015",2221,"Mirage",16,8,16,2,18,1,43,"Lost"
"Row766","12/12/2015",1842,"Mirage",16,6,9,0,8,0,21,"Win"
"Row767","12/12/2015",2504,"Mirage",15,15,21,1,22,3,48,"Tie"
"Row768","11/12/2015",2359,"Mirage",12,16,11,3,25,1,29,"Lost"
"Row769","11/12/2015",2839,"Mirage",14,16,27,6,20,2,71,"Lost"
"Row770","11/12/2015",2878,"Cobblestone",16,13,16,1,23,3,40,"Lost"
"Row771","11/12/2015",1773,"Mirage",16,7,11,2,13,2,28,"Win"
"Row772","11/12/2015",2445,"Dust II",11,16,12,0,21,2,33,"Lost"
"Row773","11/12/2015",2455,"Mirage",16,11,11,3,25,1,31,"Lost"
"Row774","11/12/2015",2297,"Cache",11,16,11,4,17,0,36,"Win"
"Row775","10/12/2015",1990,"Dust II",11,13,6,5,15,1,19,"Lost"
"Row776","10/12/2015",2422,"Mirage",16,6,6,2,17,1,27,"Lost"
"Row777","10/12/2015",2581,"Cache",15,15,13,3,24,1,40,"Tie"
"Row778","10/12/2015",3193,"Inferno",15,15,16,5,25,0,41,"Tie"
"Row779","10/12/2015",2652,"Cobblestone",16,12,18,4,21,1,46,"Win"
"Row780","9/12/2015",2751,"Mirage",15,15,19,3,23,2,48,"Tie"
"Row781","9/12/2015",2459,"Dust II",16,10,7,5,22,0,22,"Lost"
"Row782","9/12/2015",1659,"Inferno",1,16,12,1,16,0,25,"Lost"
"Row783","9/12/2015",2210,"Inferno",7,16,16,1,15,2,35,"Lost"
"Row784","8/12/2015",2415,"Dust II",11,16,10,5,23,1,27,"Lost"
"Row785","8/12/2015",2952,"Mirage",15,15,19,2,20,1,47,"Tie"
"Row786","8/12/2015",2471,"Inferno",16,7,17,3,17,2,45,"Win"
"Row787","8/12/2015",1899,"Italy",16,4,7,4,17,0,22,"Lost"
"Row788","7/12/2015",2770,"Inferno",12,16,31,5,16,4,71,"Win"
"Row789","6/12/2015",3165,"Inferno",15,15,20,5,20,2,53,"Tie"
"Row790","6/12/2015",2601,"Cobblestone",16,11,20,3,20,1,47,"Lost"
"Row791","5/12/2015",1856,"Dust II",16,8,17,2,14,0,45,"Win"
"Row792","5/12/2015",2508,"Inferno",16,10,11,3,20,0,27,"Lost"
"Row793","5/12/2015",2273,"Inferno",10,16,14,5,22,1,35,"Lost"
"Row794","5/12/2015",2646,"Dust II",16,12,19,6,24,3,59,"Lost"
"Row795","5/12/2015",1582,"Dust II",2,16,15,5,11,2,42,"Win"
"Row796","4/12/2015",3192,"Dust II",13,16,10,2,21,3,26,"Win"
"Row797","2/12/2015",3041,"Mirage",15,15,22,4,22,4,61,"Tie"
"Row798","29/11/2015",1564,"Mirage",4,16,5,5,17,0,16,"Lost"
"Row799","29/11/2015",2889,"Mirage",14,16,15,6,23,1,45,"Lost"
"Row800","28/11/2015",2445,"Mirage",9,16,12,2,20,1,33,"Lost"
"Row801","28/11/2015",1610,"Dust II",16,3,14,2,17,1,36,"Lost"
"Row802","28/11/2015",2225,"Dust II",16,9,16,4,20,2,46,"Lost"
"Row803","28/11/2015",3041,"Dust II",15,15,11,6,20,1,37,"Tie"
"Row804","27/11/2015",2249,"Mirage",10,16,21,2,15,3,49,"Win"
"Row805","27/11/2015",2382,"Mirage",9,16,13,5,19,1,33,"Lost"
"Row806","27/11/2015",1377,"Dust II",16,1,13,5,8,1,33,"Win"
"Row807","27/11/2015",2140,"Dust II",16,6,14,3,19,1,39,"Lost"
"Row808","27/11/2015",2271,"Dust II",16,9,11,5,14,1,29,"Win"
"Row809","26/11/2015",2799,"Dust II",15,15,18,3,23,1,49,"Tie"
"Row810","26/11/2015",1536,"Mirage",3,16,11,6,8,1,39,"Win"
"Row811","26/11/2015",2344,"Dust II",16,12,13,6,22,1,35,"Win"
"Row812","25/11/2015",2496,"Dust II",13,16,8,8,22,2,30,"Lost"
"Row813","25/11/2015",2153,"Mirage",4,16,3,1,9,0,7,"Lost"
"Row814","24/11/2015",2115,"Dust II",6,16,16,4,13,3,41,"Win"
"Row815","24/11/2015",1649,"Dust II",16,4,15,4,12,3,35,"Win"
"Row816","23/11/2015",2622,"Dust II",16,11,20,4,17,1,49,"Win"
"Row817","23/11/2015",2582,"Mirage",16,11,19,6,21,3,49,"Lost"
"Row818","21/11/2015",1814,"Mirage",16,5,9,1,17,0,28,"Lost"
"Row819","21/11/2015",1864,"Mirage",16,5,20,4,10,4,50,"Win"
"Row820","20/11/2015",2966,"Mirage",16,12,20,5,20,4,52,"Win"
"Row821","16/11/2015",2281,"Dust II",9,16,18,4,17,1,49,"Win"
"Row822","15/11/2015",3070,"Inferno",12,16,19,3,19,3,48,"Win"
"Row823","15/11/2015",1929,"Inferno",2,16,5,2,16,0,12,"Lost"
"Row824","14/11/2015",1823,"Dust II",16,4,12,7,14,2,33,"Win"
"Row825","14/11/2015",2553,"Dust II",16,9,28,4,18,4,62,"Win"
"Row826","14/11/2015",2772,"Dust II",13,16,12,3,22,0,32,"Lost"
"Row827","13/11/2015",2501,"Dust II",11,16,14,1,18,0,34,"Lost"
"Row828","13/11/2015",2778,"Mirage",14,16,12,5,23,1,36,"Lost"
"Row829","12/11/2015",2527,"Dust II",16,8,25,4,16,1,56,"Win"
"Row830","12/11/2015",2482,"Dust II",16,10,17,4,16,1,50,"Win"
"Row831","12/11/2015",2073,"Mirage",6,16,18,5,12,3,52,"Win"
"Row832","12/11/2015",2219,"Mirage",16,9,19,4,17,3,47,"Win"
"Row833","11/11/2015",1835,"Dust II",2,16,12,1,17,1,26,"Lost"
"Row834","11/11/2015",1627,"Dust II",16,4,12,2,17,3,33,"Lost"
"Row835","10/11/2015",2239,"Mirage",16,8,14,1,19,1,35,"Lost"
"Row836","10/11/2015",1912,"Dust II",8,16,10,2,19,1,26,"Lost"
"Row837","10/11/2015",2340,"Overpass",16,9,19,3,18,3,46,"Lost"
"Row838","10/11/2015",2769,"Mirage",16,12,26,3,19,6,67,"Win"
"Row839","10/11/2015",2095,"Dust II",16,5,9,3,18,1,28,"Lost"
"Row840","9/11/2015",2053,"Cache",16,8,7,1,21,2,23,"Lost"
"Row841","9/11/2015",2090,"Dust II",16,9,16,6,17,3,44,"Win"
"Row842","9/11/2015",1204,"Dust II",0,16,7,0,16,0,14,"Lost"
"Row843","9/11/2015",1946,"Mirage",5,16,8,3,14,0,19,"Lost"
"Row844","9/11/2015",2606,"Mirage",9,16,19,3,16,2,47,"Win"
"Row845","8/11/2015",2792,"Dust II",14,16,15,5,22,1,42,"Lost"
"Row846","8/11/2015",2634,"Inferno",16,13,21,8,23,2,50,"Win"
"Row847","8/11/2015",2640,"Mirage",12,16,17,10,23,1,52,"Win"
"Row848","7/11/2015",983,"Mirage",1,16,7,0,17,0,14,"Lost"
"Row849","7/11/2015",1590,"Dust II",16,3,13,1,5,3,33,"Win"
"Row850","7/11/2015",1875,"Mirage",6,16,10,4,18,2,29,"Lost"
"Row851","7/11/2015",2110,"Inferno",16,7,15,4,14,2,36,"Win"
"Row852","7/11/2015",1851,"Inferno",16,5,14,4,13,2,44,"Win"
"Row853","7/11/2015",2683,"Inferno",16,13,21,3,16,3,52,"Win"
"Row854","6/11/2015",2594,"Mirage",16,14,22,3,19,5,68,"Win"
"Row855","5/11/2015",3223,"Dust II",14,16,13,7,22,1,44,"Lost"
"Row856","5/11/2015",2198,"Overpass",9,16,13,9,21,0,43,"Lost"
"Row857","5/11/2015",1521,"Mirage",16,1,6,3,17,0,19,"Lost"
"Row858","5/11/2015",2293,"Mirage",16,11,21,7,21,3,53,"Lost"
"Row859","4/11/2015",1597,"Dust II",16,2,13,5,10,1,33,"Win"
"Row860","4/11/2015",2466,"Dust II",11,16,20,6,20,1,48,"Win"
"Row861","3/11/2015",2282,"Dust II",9,16,9,1,8,2,21,"Lost"
"Row862","2/11/2015",3040,"Cobblestone",15,15,27,1,21,4,64,"Tie"
"Row863","2/11/2015",1871,"Dust II",16,6,17,3,14,1,37,"Win"
"Row864","1/11/2015",2789,"Inferno",16,11,15,7,17,3,43,"Win"
"Row865","30/10/2015",3344,"Inferno",14,16,14,5,22,1,36,"Lost"
"Row866","30/10/2015",2859,"Nuke",11,16,14,8,23,3,43,"Lost"
"Row867","28/10/2015",1878,"Inferno",16,6,0,0,1,0,0,"Lost"
"Row868","28/10/2015",2329,"Inferno",13,16,12,4,22,1,34,"Lost"
"Row869","27/10/2015",2266,"Cache",16,9,30,6,16,4,76,"Win"
"Row870","27/10/2015",2248,"Mirage",9,16,13,7,20,1,35,"Lost"
"Row871","24/10/2015",2527,"Inferno",16,12,11,5,21,0,27,"Win"
"Row872","23/10/2015",2203,"Mirage",16,9,14,2,20,1,36,"Lost"
"Row873","23/10/2015",2087,"Overpass",8,16,17,1,18,1,40,"Lost"
"Row874","23/10/2015",2831,"Dust II",16,13,19,4,18,0,51,"Lost"
"Row875","20/10/2015",1576,"Dust II",16,4,12,2,17,1,26,"Lost"
"Row876","20/10/2015",1992,"Mirage",6,13,9,5,15,2,25,"Lost"
"Row877","20/10/2015",1644,"Dust II",16,4,11,0,13,3,24,"Win"
"Row878","20/10/2015",1433,"Dust II",3,16,9,3,18,0,21,"Lost"
"Row879","19/10/2015",2050,"Mirage",4,16,12,2,12,3,36,"Win"
"Row880","19/10/2015",2478,"Dust II",12,16,17,4,19,1,40,"Win"
"Row881","17/10/2015",2204,"Dust II",9,16,26,6,16,6,71,"Win"
"Row882","17/10/2015",2364,"Mirage",12,16,24,3,20,2,62,"Lost"
"Row883","17/10/2015",2100,"Mirage",16,7,5,0,15,1,15,"Lost"
"Row884","16/10/2015",2489,"Mirage",12,16,12,7,19,2,34,"Lost"
"Row885","16/10/2015",1927,"Dust II",7,16,14,8,16,1,42,"Win"
"Row886","16/10/2015",1770,"Mirage",4,16,12,4,16,1,35,"Lost"
"Row887","16/10/2015",2373,"Inferno",16,9,25,3,22,3,58,"Lost"
"Row888","16/10/2015",1671,"Dust II",16,5,22,10,11,3,58,"Win"
"Row889","16/10/2015",2817,"Cache",14,16,13,4,22,2,45,"Win"
"Row890","15/10/2015",2538,"Inferno",13,16,18,4,15,2,47,"Win"
"Row891","14/10/2015",2677,"Dust II",16,12,17,2,13,3,47,"Lost"
"Row892","13/10/2015",2311,"Dust II",6,16,8,5,20,0,21,"Lost"
"Row893","13/10/2015",2166,"Dust II",16,8,11,8,17,3,39,"Win"
"Row894","13/10/2015",2496,"Mirage",11,16,25,5,15,2,68,"Win"
"Row895","13/10/2015",2442,"Dust II",9,16,17,6,19,1,45,"Lost"
"Row896","12/10/2015",2650,"Mirage",12,16,11,4,18,2,32,"Lost"
"Row897","12/10/2015",2075,"Dust II",7,16,25,3,13,4,62,"Win"
"Row898","12/10/2015",1554,"Inferno",16,2,15,2,10,4,32,"Win"
"Row899","11/10/2015",2965,"Mirage",14,16,13,10,19,2,46,"Lost"
"Row900","11/10/2015",1708,"Dust II",4,16,19,4,10,4,48,"Win"
"Row901","11/10/2015",1688,"Dust II",16,5,8,2,19,0,22,"Lost"
"Row902","11/10/2015",1688,"Inferno",16,6,11,7,11,0,33,"Win"
"Row903","11/10/2015",2203,"Nuke",16,9,7,4,22,0,18,"Lost"
"Row904","10/10/2015",1818,"Cache",5,16,10,4,12,1,34,"Win"
"Row905","10/10/2015",1831,"Dust II",16,6,10,2,13,0,31,"Lost"
"Row906","10/10/2015",1699,"Mirage",5,16,11,2,11,1,34,"Win"
"Row907","9/10/2015",1997,"Cache",16,6,10,1,18,2,23,"Lost"
"Row908","9/10/2015",1790,"Mirage",5,16,7,3,18,0,21,"Lost"
"Row909","9/10/2015",2168,"Dust II",9,16,12,5,20,2,31,"Lost"
"Row910","9/10/2015",2272,"Dust II",10,16,14,8,18,2,43,"Lost"
"Row911","9/10/2015",1612,"Overpass",2,16,10,4,16,2,29,"Lost"
"Row912","9/10/2015",2379,"Nuke",16,13,12,5,25,0,32,"Lost"
"Row913","8/10/2015",3403,"Dust II",16,14,16,5,25,2,42,"Lost"
"Row914","7/10/2015",2656,"Dust II",15,15,13,7,22,1,45,"Tie"
"Row915","6/10/2015",2688,"Inferno",12,16,24,9,22,3,61,"Lost"
"Row916","6/10/2015",1664,"Mirage",2,16,22,4,10,3,52,"Win"
"Row917","6/10/2015",2492,"Dust II",12,16,30,5,18,6,71,"Win"
"Row918","6/10/2015",2391,"Cache",10,16,21,5,20,4,53,"Lost"
"Row919","5/10/2015",2348,"Dust II",9,16,19,6,14,2,51,"Win"
"Row920","4/10/2015",1211,"Inferno",2,10,11,2,9,2,24,"Lost"
"Row921","3/10/2015",2260,"Inferno",16,4,13,3,12,3,31,"Win"
"Row922","2/10/2015",2537,"Inferno",16,11,18,3,24,1,43,"Lost"
"Row923","2/10/2015",2773,"Mirage",16,13,14,5,24,3,43,"Lost"
"Row924","1/10/2015",2287,"Dust II",6,16,17,1,13,2,46,"Win"
"Row925","1/10/2015",1989,"Inferno",6,16,5,3,14,0,19,"Win"
"Row926","1/10/2015",1913,"Inferno",16,5,15,6,19,2,37,"Lost"
"Row927","30/9/2015",2677,"Inferno",12,16,24,3,22,5,59,"Lost"
"Row928","29/9/2015",2479,"Inferno",9,16,23,4,17,4,61,"Lost"
"Row929","29/9/2015",3039,"Inferno",16,13,20,14,21,2,62,"Win"
"Row930","28/9/2015",2542,"Inferno",16,11,15,8,18,2,38,"Win"
"Row931","28/9/2015",2560,"Inferno",10,16,10,9,18,1,29,"Lost"
"Row932","28/9/2015",2630,"Inferno",16,10,15,4,20,2,43,"Lost"
"Row933","28/9/2015",2835,"Inferno",16,12,24,2,17,4,55,"Win"
"Row934","28/9/2015",2339,"Dust II",16,9,13,3,20,2,36,"Win"
"Row935","27/9/2015",2066,"Dust II",16,9,13,1,17,1,29,"Win"
"Row936","26/9/2015",2340,"Dust II",16,9,7,2,10,0,30,"Lost"
"Row937","25/9/2015",2353,"Dust II",16,10,19,4,18,3,56,"Win"
"Row938","25/9/2015",2888,"Inferno",14,16,28,7,22,4,72,"Win"
"Row939","25/9/2015",1644,"Inferno",3,16,7,2,16,0,18,"Lost"
"Row940","25/9/2015",2680,"Dust II",16,14,19,4,21,3,50,"Win"
"Row941","25/9/2015",2795,"Mirage",13,16,15,6,23,0,39,"Lost"
"Row942","24/9/2015",2597,"Dust II",16,8,7,7,16,1,31,"Win"
"Row943","24/9/2015",1993,"Dust II",5,16,14,3,12,2,42,"Win"
"Row944","22/9/2015",2637,"Cache",13,16,13,4,21,2,39,"Lost"
"Row945","21/9/2015",1950,"Dust II",7,16,7,0,14,2,24,"Win"
"Row946","21/9/2015",2719,"Mirage",16,14,9,6,22,1,33,"Win"
"Row947","21/9/2015",2185,"Dust II",10,16,19,2,11,2,56,"Win"
"Row948","20/9/2015",2666,"Dust II",16,10,13,8,19,4,46,"Lost"
"Row949","19/9/2015",1536,"Inferno",4,16,14,5,18,1,38,"Lost"
"Row950","19/9/2015",2056,"Inferno",9,16,11,2,21,1,24,"Lost"
"Row951","19/9/2015",1987,"Dust II",16,5,6,3,16,0,19,"Lost"
"Row952","19/9/2015",1335,"Dust II",1,16,7,2,17,1,16,"Lost"
"Row953","18/9/2015",2621,"Mirage",16,13,15,6,26,0,40,"Lost"
"Row954","18/9/2015",2011,"Mirage",16,3,13,1,17,1,36,"Lost"
"Row955","18/9/2015",2884,"Inferno",13,16,13,10,21,3,42,"Win"
"Row956","18/9/2015",1816,"Dust II",7,16,13,3,17,1,31,"Lost"
"Row957","17/9/2015",2063,"Dust II",6,16,9,4,18,1,22,"Lost"
"Row958","17/9/2015",2168,"Mirage",16,7,12,4,18,0,33,"Lost"
"Row959","17/9/2015",2013,"Dust II",16,7,15,7,15,2,43,"Win"
"Row960","16/9/2015",1116,"Inferno",2,10,7,0,5,2,27,"Win"
"Row961","16/9/2015",2766,"Dust II",15,15,9,4,23,0,28,"Tie"
"Row962","16/9/2015",2017,"Dust II",5,16,11,3,15,2,38,"Win"
"Row963","16/9/2015",2368,"Dust II",16,10,12,5,17,1,35,"Win"
"Row964","16/9/2015",2976,"Dust II",16,14,14,3,24,0,34,"Lost"
"Row965","16/9/2015",2670,"Mirage",16,12,6,5,21,0,24,"Lost"
"Row966","15/9/2015",2031,"Mirage",16,7,13,6,16,1,33,"Win"
"Row967","15/9/2015",2170,"Dust II",16,8,9,5,17,1,31,"Win"
"Row968","15/9/2015",3007,"Dust II",15,15,28,4,19,3,74,"Tie"
"Row969","15/9/2015",2199,"Dust II",6,16,19,6,14,4,59,"Win"
"Row970","14/9/2015",1927,"Dust II",16,5,12,5,12,1,34,"Win"
"Row971","14/9/2015",2019,"Dust II",9,16,18,3,19,2,48,"Lost"
"Row972","14/9/2015",2419,"Mirage",12,16,18,3,19,2,53,"Lost"
"Row973","14/9/2015",1737,"Dust II",16,2,15,5,16,0,41,"Lost"
"Row974","13/9/2015",2210,"Inferno",16,9,19,6,21,2,50,"Lost"
"Row975","13/9/2015",1606,"Dust II",2,16,11,2,8,1,32,"Win"
"Row976","12/9/2015",2402,"Cache",9,16,9,3,14,1,22,"Lost"
"Row977","12/9/2015",2633,"Dust II",14,16,15,2,24,2,35,"Lost"
"Row978","12/9/2015",1515,"Dust II",16,1,17,4,8,3,39,"Win"
"Row979","12/9/2015",2161,"Dust II",16,7,26,7,16,3,67,"Win"
"Row980","11/9/2015",1640,"Dust II",16,2,10,3,18,0,28,"Lost"
"Row981","10/9/2015",3109,"Dust II",16,14,13,4,22,1,33,"Lost"
"Row982","10/9/2015",1921,"Mirage",16,5,21,6,15,1,52,"Win"
"Row983","10/9/2015",2256,"Dust II",16,11,23,10,16,3,60,"Win"
"Row984","9/9/2015",2445,"Dust II",16,9,22,4,16,2,51,"Win"
"Row985","7/9/2015",2525,"Inferno",8,16,17,6,16,4,47,"Win"
"Row986","7/9/2015",2411,"Cache",16,10,14,5,17,1,39,"Win"
"Row987","6/9/2015",1631,"Mirage",3,16,10,4,18,1,26,"Lost"
"Row988","6/9/2015",1904,"Dust II",6,16,17,5,13,1,51,"Win"
"Row989","5/9/2015",2459,"Cache",12,16,0,0,5,0,0,"Win"
"Row990","5/9/2015",2233,"Cache",9,16,18,3,23,1,41,"Lost"
"Row991","4/9/2015",2684,"Dust II",16,12,26,8,17,2,70,"Lost"
"Row992","4/9/2015",2928,"Cache",16,11,16,5,19,1,41,"Win"
"Row993","3/9/2015",2935,"Mirage",12,16,10,6,18,3,36,"Win"
"Row994","3/9/2015",3028,"Inferno",15,15,20,5,21,2,49,"Tie"
"Row995","3/9/2015",1258,"Inferno",16,0,7,4,16,0,18,"Lost"
"Row996","2/9/2015",2760,"Cache",12,16,27,4,19,8,80,"Lost"
"Row997","2/9/2015",2353,"Mirage",16,9,13,7,22,0,40,"Lost"
"Row998","1/9/2015",1520,"Dust II",16,4,10,1,17,0,24,"Lost"
"Row999","1/9/2015",2521,"Dust II",12,16,24,8,22,3,61,"Win"
"Row1000","1/9/2015",2143,"Dust II",7,16,14,3,20,2,31,"Lost"
"Row1001","1/9/2015",1518,"Dust II",16,4,7,3,17,1,24,"Lost"
"Row1002","31/8/2015",2979,"Dust II",13,16,21,6,23,3,61,"Win"
"Row1003","31/8/2015",1707,"Mirage",16,5,16,3,16,2,40,"Lost"
"Row1004","31/8/2015",1814,"Mirage",16,3,13,1,16,2,30,"Lost"
"Row1005","30/8/2015",1938,"Mirage",5,16,10,7,13,1,35,"Win"
"Row1006","30/8/2015",3110,"Dust II",15,15,18,6,22,3,53,"Tie"
"Row1007","30/8/2015",2616,"Overpass",16,11,16,4,15,2,41,"Win"
"Row1008","30/8/2015",1557,"Overpass",16,2,8,2,18,0,20,"Lost"
"Row1009","29/8/2015",2763,"Dust II",16,12,20,4,19,3,51,"Win"
"Row1010","29/8/2015",2616,"Mirage",16,11,14,8,20,4,47,"Lost"
"Row1011","29/8/2015",2014,"Mirage",16,5,14,3,18,1,36,"Lost"
"Row1012","29/8/2015",2110,"Cache",10,16,21,6,19,3,58,"Lost"
"Row1013","28/8/2015",2846,"Inferno",12,16,22,12,21,3,64,"Win"
"Row1014","28/8/2015",2101,"Mirage",16,6,15,6,10,3,46,"Win"
"Row1015","28/8/2015",1922,"Dust II",16,6,17,2,17,1,44,"Lost"
"Row1016","27/8/2015",1730,"Mirage",5,16,20,8,9,7,60,"Win"
"Row1017","26/8/2015",1878,"Dust II",16,7,17,5,18,4,48,"Lost"
"Row1018","26/8/2015",2594,"Inferno",15,15,22,1,18,4,53,"Tie"
"Row1019","26/8/2015",2749,"Mirage",16,13,25,7,18,3,63,"Win"
"Row1020","25/8/2015",2443,"Mirage",16,12,20,4,22,2,48,"Lost"
"Row1021","25/8/2015",2644,"Inferno",11,16,10,3,21,0,23,"Lost"
"Row1022","25/8/2015",2851,"Mirage",14,16,14,10,24,0,45,"Lost"
"Row1023","22/8/2015",2758,"Mirage",12,16,13,6,22,2,41,"Win"
