"row ID","Date","Match Time(s)","Map","Team A Rounds","Team B Rounds","Kills","Assists","Deaths","Mvp's","Points","Result"
"Row338","24/6/2017",2067,"Dust II",7,16,14,4,14,0,35,"Win"
"Row339","23/6/2017",2466,"Dust II",12,16,13,3,22,0,31,"Lost"
"Row340","23/6/2017",2290,"Dust II",9,16,25,5,13,5,70,"Win"
"Row341","22/6/2017",2291,"Dust II",8,16,0,0,5,0,2,"Win"
"Row342","22/6/2017",3133,"Dust II",15,15,14,4,24,0,39,"Tie"
"Row343","22/6/2017",1520,"Dust II",3,16,9,0,17,1,18,"Lost"
"Row344","22/6/2017",2948,"Dust II",14,16,21,9,24,6,62,"Win"
"Row345","21/6/2017",2661,"Cache",14,16,26,4,16,4,62,"Win"
"Row346","21/6/2017",2944,"Mirage",15,15,20,7,24,1,52,"Tie"
"Row347","21/6/2017",2205,"Mirage",16,8,12,7,19,2,41,"Lost"
"Row348","21/6/2017",3603,"Mirage",15,15,16,6,18,2,40,"Tie"
"Row349","20/6/2017",2480,"Dust II",16,9,20,4,21,2,44,"Lost"
"Row350","20/6/2017",2843,"Cache",16,12,19,3,18,3,54,"Win"
"Row351","20/6/2017",1798,"Inferno",16,4,2,1,2,1,5,"Lost"
"Row352","20/6/2017",2367,"Dust II",11,16,13,5,18,3,42,"Win"
"Row353","20/6/2017",1773,"Dust II",2,16,7,2,14,0,18,"Lost"
"Row354","19/6/2017",2617,"Mirage",9,16,17,4,10,3,47,"Win"
"Row355","19/6/2017",2220,"Dust II",16,5,9,7,19,1,33,"Lost"
"Row356","19/6/2017",1755,"Dust II",3,16,19,3,10,2,46,"Win"
"Row357","19/6/2017",3095,"Mirage",16,14,17,7,26,0,45,"Win"
"Row358","17/6/2017",2325,"Dust II",10,16,18,3,22,1,43,"Lost"
"Row359","17/6/2017",2791,"Mirage",14,16,24,8,20,5,73,"Win"
"Row360","17/6/2017",2045,"Dust II",16,7,17,3,12,3,39,"Win"
"Row361","16/6/2017",2361,"Dust II",16,9,17,4,19,4,44,"Lost"
"Row362","15/6/2017",2856,"Dust II",16,12,17,5,22,1,40,"Lost"
"Row363","15/6/2017",2689,"Dust II",16,14,20,2,21,2,45,"Win"
"Row364","15/6/2017",2793,"Mirage",15,15,23,13,24,1,62,"Tie"
"Row365","15/6/2017",1609,"Cobblestone",1,16,13,5,9,3,38,"Win"
"Row366","14/6/2017",3172,"Inferno",16,13,20,3,19,0,46,"Win"
"Row367","13/6/2017",2380,"Mirage",9,16,13,4,22,2,35,"Lost"
"Row368","13/6/2017",2865,"Mirage",15,15,25,2,21,3,57,"Tie"
"Row369","12/6/2017",2266,"Mirage",7,16,18,2,18,4,44,"Lost"
"Row370","12/6/2017",2030,"Mirage",6,16,9,1,17,1,25,"Lost"
"Row371","12/6/2017",2010,"Dust II",9,16,12,3,19,1,34,"Lost"
"Row372","11/6/2017",2296,"Dust II",8,16,20,2,13,3,47,"Win"
"Row373","11/6/2017",2546,"Mirage",12,16,17,4,24,1,44,"Lost"
"Row374","11/6/2017",2147,"Dust II",9,16,14,4,16,2,36,"Win"
"Row375","11/6/2017",1741,"Dust II",14,7,16,2,9,1,42,"Win"
"Row376","10/6/2017",2755,"Mirage",14,16,20,9,22,2,55,"Lost"
"Row377","10/6/2017",2461,"Mirage",12,16,21,3,18,3,58,"Win"
"Row378","9/6/2017",1471,"Dust II",2,16,7,5,11,2,24,"Win"
"Row379","9/6/2017",2480,"Dust II",16,9,26,4,12,5,67,"Win"
"Row380","8/6/2017",2236,"Dust II",16,8,16,5,19,3,42,"Lost"
"Row381","8/6/2017",2557,"Dust II",16,14,25,6,16,6,62,"Win"
"Row382","8/6/2017",1548,"Dust II",2,16,7,3,18,0,17,"Lost"
"Row383","8/6/2017",2289,"Mirage",16,6,10,4,19,1,28,"Lost"
"Row384","8/6/2017",3091,"Cache",15,15,9,4,17,0,26,"Tie"
"Row385","7/6/2017",2295,"Cache",8,16,12,2,20,1,30,"Lost"
"Row386","6/6/2017",2648,"Mirage",11,16,23,6,19,1,58,"Lost"
"Row387","6/6/2017",2106,"Cache",6,16,8,2,9,1,18,"Lost"
"Row388","5/6/2017",2479,"Cache",16,9,18,6,16,2,53,"Lost"
"Row389","3/6/2017",2364,"Dust II",9,16,15,5,20,0,38,"Lost"
"Row390","2/6/2017",2096,"Dust II",16,8,16,5,18,2,38,"Lost"
"Row391","2/6/2017",2147,"Dust II",6,16,23,6,14,4,59,"Win"
"Row392","2/6/2017",2743,"Dust II",15,15,18,6,23,4,46,"Tie"
"Row393","1/6/2017",2386,"Cache",16,6,10,7,20,0,31,"Lost"
"Row394","31/5/2017",2344,"Dust II",16,8,17,3,19,0,38,"Lost"
"Row395","31/5/2017",1706,"Dust II",16,3,15,4,11,3,34,"Win"
"Row396","29/5/2017",3140,"Dust II",16,14,13,3,26,2,37,"Lost"
"Row397","28/5/2017",2564,"Inferno",10,16,10,1,22,0,21,"Lost"
"Row398","28/5/2017",3046,"Dust II",15,15,17,5,22,2,47,"Tie"
"Row399","28/5/2017",2809,"Dust II",12,16,21,5,19,2,54,"Win"
"Row400","28/5/2017",2502,"Mirage",15,15,20,8,22,2,53,"Tie"
"Row401","27/5/2017",2684,"Inferno",11,16,2,6,20,1,16,"Win"
"Row402","27/5/2017",2178,"Dust II",6,16,8,1,17,1,19,"Lost"
"Row403","27/5/2017",2948,"Dust II",14,16,21,7,16,3,54,"Win"
"Row404","26/5/2017",1811,"Inferno",16,4,5,3,19,0,18,"Lost"
"Row405","25/5/2017",2871,"Mirage",15,15,19,6,26,2,55,"Tie"
"Row406","25/5/2017",2848,"Dust II",14,16,17,2,22,4,43,"Lost"
"Row407","25/5/2017",2281,"Overpass",7,16,17,4,13,0,41,"Win"
"Row408","24/5/2017",2513,"Austria",12,16,17,4,22,1,43,"Lost"
"Row409","24/5/2017",2623,"Dust II",14,16,20,7,19,2,47,"Lost"
"Row410","23/5/2017",1939,"Mirage",5,16,11,1,16,1,23,"Lost"
"Row411","23/5/2017",2582,"Dust II",11,16,16,10,23,2,50,"Win"
"Row412","23/5/2017",2108,"Dust II",10,16,12,3,18,2,34,"Lost"
"Row413","23/5/2017",2296,"Dust II",16,8,16,4,11,3,40,"Win"
"Row414","23/5/2017",2478,"Dust II",16,11,11,5,20,0,35,"Lost"
"Row415","23/5/2017",1890,"Dust II",16,6,10,1,12,2,24,"Win"
"Row416","23/5/2017",1765,"Dust II",4,16,17,6,11,2,50,"Win"
"Row417","22/5/2017",2349,"Dust II",8,16,11,4,21,2,28,"Lost"
"Row418","22/5/2017",1655,"Dust II",16,4,16,4,11,2,41,"Win"
"Row419","20/5/2017",2577,"Mirage",16,12,16,8,15,0,46,"Win"
"Row420","20/5/2017",2832,"Dust II",15,15,21,7,21,2,53,"Tie"
"Row421","19/5/2017",2405,"Dust II",16,11,18,5,17,1,46,"Lost"
"Row422","19/5/2017",2561,"Dust II",16,11,17,2,20,2,46,"Lost"
"Row423","12/5/2017",2057,"Dust II",8,16,19,5,17,3,45,"Win"
"Row424","12/5/2017",1214,"Dust II",16,2,14,3,6,2,31,"Win"
"Row425","12/5/2017",2635,"Dust II",13,16,18,3,17,2,41,"Lost"
"Row426","12/5/2017",2528,"Dust II",16,10,9,7,19,2,26,"Lost"
"Row427","10/5/2017",3259,"Dust II",16,13,22,4,22,2,51,"Lost"
"Row428","9/5/2017",2627,"Dust II",16,12,20,5,21,2,51,"Lost"
"Row429","8/5/2017",1951,"Mirage",16,4,10,0,16,1,23,"Lost"
"Row430","7/5/2017",2695,"Dust II",16,14,16,2,16,1,34,"Lost"
"Row431","7/5/2017",3039,"Dust II",14,16,19,1,20,0,42,"Lost"
"Row432","7/5/2017",2408,"Dust II",12,16,13,6,20,1,35,"Win"
"Row433","6/5/2017",2346,"Dust II",9,16,20,4,14,1,48,"Win"
"Row434","6/5/2017",1586,"Dust II",2,16,20,3,5,3,50,"Win"
"Row435","6/5/2017",1773,"Dust II",16,4,13,6,8,1,34,"Win"
"Row436","6/5/2017",1829,"Dust II",7,16,11,2,17,2,29,"Lost"
"Row437","5/5/2017",1865,"Mirage",16,4,12,2,11,3,30,"Win"
"Row438","5/5/2017",3035,"Dust II",15,15,31,5,17,5,74,"Tie"
"Row439","5/5/2017",2304,"Dust II",16,9,16,3,20,2,37,"Win"
"Row440","5/5/2017",2863,"Dust II",13,16,10,6,21,2,33,"Win"
"Row441","4/5/2017",2195,"Dust II",16,8,17,4,21,1,44,"Lost"
"Row442","3/5/2017",2343,"Dust II",16,12,15,6,24,0,38,"Lost"
"Row443","3/5/2017",2817,"Mirage",14,16,15,6,22,2,49,"Lost"
"Row444","3/5/2017",2141,"Dust II",16,10,17,2,12,3,44,"Win"
"Row445","2/5/2017",2251,"Dust II",16,8,15,0,16,3,36,"Win"
"Row446","1/5/2017",2509,"Dust II",11,16,18,1,16,2,50,"Win"
"Row447","1/5/2017",2876,"Dust II",15,15,24,6,22,4,56,"Tie"
"Row448","1/5/2017",2695,"Dust II",16,14,19,1,21,2,48,"Win"
"Row449","1/5/2017",2422,"Dust II",10,16,18,9,19,2,53,"Lost"
"Row450","1/5/2017",2739,"Dust II",15,15,24,5,19,0,62,"Tie"
"Row451","30/4/2017",1784,"Dust II",14,4,12,4,8,0,30,"Win"
"Row452","30/4/2017",1952,"Dust II",4,16,10,2,16,0,23,"Lost"
"Row453","29/4/2017",2874,"Mirage",14,16,12,8,18,4,47,"Lost"
"Row454","29/4/2017",2524,"Dust II",16,12,15,6,22,2,46,"Lost"
"Row455","29/4/2017",2095,"Dust II",16,7,16,7,16,3,43,"Win"
"Row456","29/4/2017",2706,"Dust II",16,14,13,3,22,1,40,"Lost"
"Row457","28/4/2017",1282,"Dust II",16,0,10,0,2,1,20,"Win"
"Row458","28/4/2017",1186,"Dust II",13,0,6,2,11,0,16,"Lost"
"Row459","28/4/2017",2087,"Dust II",16,7,23,2,12,4,57,"Win"
"Row460","28/4/2017",2340,"Dust II",16,7,17,2,17,0,46,"Lost"
"Row461","27/4/2017",2106,"Dust II",9,16,10,5,20,2,29,"Lost"
"Row462","27/4/2017",1904,"Mirage",5,16,6,5,17,0,21,"Lost"
"Row463","27/4/2017",1868,"Mirage",5,16,12,3,19,1,27,"Lost"
"Row464","27/4/2017",1644,"Dust II",2,16,5,3,18,0,13,"Lost"
"Row465","27/4/2017",1928,"Dust II",16,4,18,3,14,1,45,"Lost"
"Row466","26/4/2017",2681,"Dust II",14,16,18,5,19,3,47,"Lost"
"Row467","25/4/2017",2603,"Dust II",12,16,20,5,22,2,52,"Lost"
"Row468","24/4/2017",2971,"Dust II",15,15,17,3,22,4,47,"Tie"
"Row469","24/4/2017",2357,"Inferno",6,16,13,2,18,1,29,"Lost"
"Row470","23/4/2017",2961,"Dust II",15,15,18,6,23,4,43,"Tie"
"Row471","23/4/2017",2754,"Inferno",14,16,17,4,22,2,43,"Lost"
"Row472","23/4/2017",2257,"Dust II",16,10,17,4,21,1,44,"Lost"
"Row473","22/4/2017",2160,"Dust II",16,9,23,4,14,3,54,"Win"
"Row474","22/4/2017",1943,"Dust II",16,7,9,5,21,1,25,"Lost"
"Row475","22/4/2017",2710,"Dust II",16,12,22,6,18,4,54,"Lost"
"Row476","22/4/2017",2005,"Dust II",16,8,10,4,15,1,28,"Win"
"Row477","22/4/2017",2410,"Dust II",13,16,0,0,0,0,1,"Lost"
"Row478","21/4/2017",2721,"Dust II",16,14,18,4,21,1,49,"Lost"
"Row479","21/4/2017",2164,"Dust II",16,7,10,3,19,1,23,"Lost"
"Row480","21/4/2017",3164,"Dust II",13,16,17,7,17,0,49,"Win"
"Row481","20/4/2017",1973,"Dust II",16,5,13,3,14,4,40,"Win"
"Row482","20/4/2017",3155,"Mirage",16,14,16,1,17,1,42,"Win"
"Row483","18/4/2017",2570,"Dust II",16,12,19,6,23,2,56,"Lost"
"Row484","18/4/2017",2734,"Dust II",16,11,13,11,19,2,50,"Win"
"Row485","18/4/2017",3265,"Dust II",14,16,22,5,20,5,61,"Lost"
"Row486","17/4/2017",2238,"Dust II",8,16,10,4,19,2,28,"Lost"
"Row487","17/4/2017",2398,"Dust II",10,16,29,5,16,4,74,"Win"
"Row488","17/4/2017",2394,"Dust II",10,16,11,7,21,0,29,"Lost"
"Row489","17/4/2017",1762,"Dust II",16,4,12,3,15,1,33,"Lost"
"Row490","16/4/2017",2592,"Dust II",13,16,7,2,8,0,16,"Lost"
"Row491","15/4/2017",2718,"Dust II",16,14,14,6,16,0,43,"Lost"
"Row492","15/4/2017",2162,"Dust II",8,16,12,0,14,4,39,"Win"
"Row493","15/4/2017",2645,"Dust II",16,10,16,4,20,2,43,"Lost"
"Row494","15/4/2017",1624,"Dust II",3,16,9,0,17,0,18,"Lost"
"Row495","14/4/2017",2273,"Dust II",10,16,14,7,21,2,40,"Lost"
"Row496","14/4/2017",2082,"Dust II",10,16,3,1,8,0,7,"Lost"
"Row497","14/4/2017",2492,"Dust II",16,11,22,9,20,1,56,"Lost"
"Row498","14/4/2017",1878,"Dust II",16,6,11,3,12,1,34,"Win"
"Row499","14/4/2017",2466,"Dust II",10,16,16,2,14,0,46,"Win"
"Row500","14/4/2017",2369,"Dust II",16,4,16,3,10,4,40,"Win"
"Row501","13/4/2017",1982,"Cache",7,16,13,6,13,1,43,"Win"
"Row502","13/4/2017",2472,"Cache",10,16,8,3,19,1,25,"Win"
"Row503","13/4/2017",1995,"Dust II",16,5,17,2,17,2,44,"Lost"
"Row504","12/4/2017",2003,"Dust II",7,16,11,5,21,0,33,"Lost"
"Row505","12/4/2017",1854,"Dust II",16,8,6,5,18,0,20,"Lost"
"Row506","12/4/2017",2595,"Dust II",16,9,11,2,14,1,33,"Win"
"Row507","11/4/2017",2655,"Dust II",9,16,17,3,19,1,39,"Lost"
"Row508","11/4/2017",2588,"Dust II",15,15,17,5,20,4,43,"Tie"
"Row509","9/4/2017",2285,"Dust II",11,16,20,6,20,4,48,"Win"
"Row510","9/4/2017",2498,"Dust II",10,16,13,1,22,0,28,"Lost"
"Row511","9/4/2017",3244,"Dust II",15,15,23,3,21,2,59,"Tie"
"Row512","8/4/2017",2211,"Dust II",10,16,13,2,16,3,42,"Win"
"Row513","8/4/2017",2644,"Mirage",16,13,20,5,21,1,47,"Win"
"Row514","7/4/2017",2677,"Dust II",15,15,21,2,18,2,53,"Tie"
"Row515","7/4/2017",2574,"Dust II",16,13,13,3,21,2,36,"Win"
"Row516","7/4/2017",2644,"Dust II",16,14,18,5,20,1,44,"Win"
"Row517","7/4/2017",2459,"Dust II",16,10,12,4,19,0,32,"Lost"
"Row518","7/4/2017",2754,"Dust II",14,16,18,8,21,2,49,"Win"
"Row519","7/4/2017",2436,"Dust II",16,9,12,6,23,2,32,"Lost"
"Row520","7/4/2017",2920,"Dust II",14,16,15,5,22,2,46,"Lost"
"Row521","7/4/2017",1595,"Dust II",16,3,8,1,16,1,21,"Lost"
"Row522","6/4/2017",2760,"Dust II",13,16,14,4,21,0,32,"Win"
"Row523","6/4/2017",2378,"Dust II",16,8,13,3,15,1,37,"Win"
"Row524","6/4/2017",2092,"Dust II",5,16,8,2,18,0,20,"Lost"
"Row525","6/4/2017",3024,"Dust II",16,14,11,6,26,0,34,"Lost"
"Row526","6/4/2017",2106,"Dust II",16,6,5,3,3,0,14,"Win"
"Row527","5/4/2017",3228,"Dust II",14,16,13,4,20,1,35,"Lost"
"Row528","5/4/2017",2397,"Dust II",16,12,15,1,15,1,38,"Win"
"Row529","5/4/2017",2329,"Dust II",16,11,13,4,18,0,31,"Lost"
"Row530","5/4/2017",1934,"Mirage",8,16,13,1,19,0,34,"Lost"
"Row531","4/4/2017",1635,"Mirage",16,2,12,3,5,2,27,"Win"
"Row532","4/4/2017",2880,"Dust II",16,14,20,4,23,2,49,"Lost"
"Row533","4/4/2017",1609,"Dust II",3,16,15,5,7,4,45,"Win"
"Row534","3/4/2017",2783,"Mirage",16,13,24,6,18,2,63,"Win"
"Row535","3/4/2017",2324,"Dust II",16,12,1,1,8,0,3,"Win"
"Row536","2/4/2017",1873,"Inferno",5,13,0,0,3,0,0,"Lost"
"Row537","2/4/2017",2565,"Dust II",16,10,22,4,21,3,58,"Lost"
"Row538","2/4/2017",2778,"Dust II",16,13,34,5,19,4,83,"Win"
"Row539","1/4/2017",1940,"Dust II",16,6,13,0,21,1,30,"Lost"
"Row540","1/4/2017",2940,"Dust II",15,15,24,4,22,2,64,"Tie"
"Row541","1/4/2017",2970,"Dust II",16,13,20,7,21,2,56,"Win"
"Row542","1/4/2017",2720,"Dust II",16,11,19,7,20,2,54,"Win"
"Row543","1/4/2017",2356,"Mirage",10,16,18,6,19,1,47,"Lost"
"Row544","1/4/2017",2443,"Dust II",9,16,12,6,21,2,32,"Lost"
"Row545","31/3/2017",2519,"Dust II",16,10,10,4,22,3,34,"Lost"
"Row546","31/3/2017",1733,"Dust II",3,16,22,6,8,3,62,"Win"
"Row547","31/3/2017",2453,"Dust II",16,11,23,3,14,1,55,"Win"
"Row548","31/3/2017",2022,"Dust II",5,16,15,4,18,0,38,"Lost"
"Row549","31/3/2017",2185,"Dust II",16,10,24,6,15,3,59,"Win"
"Row550","31/3/2017",1267,"Dust II",2,14,7,3,12,1,17,"Lost"
"Row551","31/3/2017",2563,"Dust II",12,16,18,2,17,1,44,"Win"
"Row552","31/3/2017",3082,"Overpass",16,14,13,4,17,3,44,"Lost"
"Row553","31/3/2017",2928,"Dust II",15,15,12,3,20,1,34,"Tie"
"Row554","31/3/2017",2018,"Inferno",4,16,7,7,20,0,23,"Lost"
"Row555","30/3/2017",2126,"Dust II",7,16,16,4,21,3,37,"Lost"
"Row556","30/3/2017",1321,"Dust II",1,16,14,2,16,1,30,"Lost"
"Row557","30/3/2017",2712,"Dust II",12,16,19,4,17,5,57,"Lost"
"Row558","30/3/2017",1746,"Dust II",16,3,8,1,17,0,25,"Lost"
"Row559","30/3/2017",2319,"Dust II",16,9,19,5,14,3,53,"Win"
"Row560","29/3/2017",2244,"Dust II",10,16,9,7,21,1,27,"Lost"
"Row561","29/3/2017",2396,"Dust II",16,11,22,3,18,1,53,"Lost"
"Row562","29/3/2017",1760,"Dust II",5,16,17,5,11,1,50,"Win"
"Row563","29/3/2017",1557,"Dust II",16,3,15,1,9,5,36,"Win"
"Row564","29/3/2017",1390,"Dust II",10,7,12,4,11,2,30,"Win"
"Row565","28/3/2017",1900,"Dust II",16,8,5,4,16,1,21,"Lost"
"Row566","28/3/2017",2828,"Dust II",16,14,17,5,24,2,44,"Lost"
"Row567","28/3/2017",2100,"Dust II",6,16,7,6,20,1,20,"Lost"
"Row568","27/3/2017",1616,"Dust II",4,16,10,2,18,1,26,"Lost"
"Row569","27/3/2017",1810,"Dust II",16,4,15,6,20,1,37,"Lost"
"Row570","27/3/2017",2462,"Dust II",16,12,16,3,18,2,41,"Win"
"Row571","27/3/2017",2204,"Dust II",8,16,9,6,15,1,31,"Win"
"Row572","26/3/2017",2977,"Dust II",16,14,23,7,22,2,55,"Lost"
"Row573","26/3/2017",1887,"Dust II",16,6,9,3,21,0,24,"Lost"
"Row574","26/3/2017",1809,"Mirage",6,16,13,6,15,1,35,"Win"
"Row575","26/3/2017",2592,"Overpass",9,16,12,4,21,1,30,"Lost"
"Row576","22/3/2017",2855,"Dust II",15,15,14,7,22,3,43,"Tie"
"Row577","22/3/2017",2772,"Dust II",16,12,18,2,17,1,55,"Lost"
"Row578","22/3/2017",1639,"Cache",5,13,8,3,5,2,23,"Win"
"Row579","22/3/2017",2362,"Dust II",10,16,1,0,4,0,3,"Lost"
"Row580","22/3/2017",2189,"Canals",16,9,15,12,18,1,50,"Win"
"Row581","22/3/2017",1908,"Dust II",16,6,14,2,17,2,35,"Lost"
"Row582","22/3/2017",1645,"Cache",5,16,11,4,10,2,31,"Win"
"Row583","22/3/2017",2552,"Dust II",16,12,14,9,20,0,43,"Win"
"Row584","21/3/2017",3161,"Dust II",15,15,17,6,17,1,44,"Tie"
"Row585","21/3/2017",2234,"Dust II",16,7,11,3,20,1,33,"Lost"
"Row586","20/3/2017",3167,"Dust II",15,15,11,8,25,2,38,"Tie"
"Row587","20/3/2017",2799,"Dust II",15,15,20,8,23,5,58,"Tie"
"Row588","20/3/2017",2125,"Dust II",6,16,8,3,19,0,19,"Lost"
"Row589","20/3/2017",1958,"Dust II",6,16,15,4,17,3,38,"Lost"
"Row590","20/3/2017",937,"Dust II",0,11,7,1,9,0,15,"Lost"
"Row591","20/3/2017",2149,"Mirage",6,16,7,3,12,1,17,"Win"
"Row592","19/3/2017",2341,"Dust II",6,16,10,2,19,1,31,"Lost"
"Row593","19/3/2017",1735,"Dust II",4,16,8,4,18,1,20,"Lost"
"Row594","19/3/2017",2475,"Dust II",16,9,12,6,21,1,36,"Win"
"Row595","18/3/2017",2956,"Dust II",13,16,15,14,21,2,50,"Lost"
"Row596","18/3/2017",1835,"Dust II",16,7,10,0,22,2,25,"Lost"
"Row597","18/3/2017",2102,"Dust II",16,9,18,3,21,2,50,"Lost"
"Row598","18/3/2017",1806,"Dust II",16,2,26,2,10,6,58,"Win"
"Row599","18/3/2017",1965,"Dust II",7,16,15,4,16,3,40,"Win"
"Row600","18/3/2017",2657,"Dust II",12,16,13,5,21,1,38,"Lost"
"Row601","7/3/2017",2880,"Cache",16,14,12,3,11,3,29,"Win"
"Row602","7/3/2017",2091,"Mirage",6,16,9,7,20,0,27,"Lost"
"Row603","6/3/2017",2320,"Mirage",16,8,20,5,14,3,53,"Win"
"Row604","6/3/2017",1705,"Mirage",4,16,7,4,18,0,18,"Lost"
"Row605","3/3/2017",2001,"Cache",8,16,6,12,22,1,32,"Lost"
"Row606","2/3/2017",2573,"Dust II",16,10,16,3,24,0,37,"Win"
"Row607","2/3/2017",1752,"Inferno",16,4,13,4,19,0,37,"Lost"
"Row608","2/3/2017",1385,"Dust II",2,16,10,2,9,0,25,"Win"
"Row609","2/3/2017",2830,"Mirage",16,14,29,5,23,5,81,"Lost"
"Row610","2/3/2017",2714,"Mirage",14,16,16,8,19,1,51,"Win"
"Row611","28/2/2017",1349,"Dust II",16,2,1,2,0,0,4,"Win"
"Row612","27/2/2017",1991,"Dust II",9,16,11,9,19,1,34,"Lost"
"Row613","27/2/2017",2842,"Cobblestone",12,16,16,5,21,4,48,"Win"
"Row614","26/2/2017",2371,"Mirage",16,8,6,0,7,2,15,"Win"
"Row615","26/2/2017",1757,"Dust II",16,4,11,4,16,0,28,"Lost"
"Row616","31/8/2016",2007,"Mirage",16,7,5,0,10,0,13,"Lost"
"Row617","24/8/2016",2470,"Mirage",16,9,15,3,20,3,36,"Win"
"Row618","22/8/2016",2263,"Cache",16,10,19,2,18,3,48,"Win"
"Row619","18/8/2016",1502,"Mirage",16,2,5,4,10,1,22,"Win"
"Row620","9/8/2016",1976,"Mirage",16,7,17,5,14,2,47,"Win"
"Row621","5/8/2016",2218,"Dust II",16,8,19,5,17,2,47,"Win"
"Row622","4/8/2016",2424,"Dust II",16,13,16,4,21,3,40,"Lost"
"Row623","4/8/2016",2409,"Dust II",16,13,20,5,23,2,54,"Lost"
"Row624","3/8/2016",2434,"Inferno",16,7,13,5,16,3,36,"Win"
"Row625","3/8/2016",922,"Mirage",1,11,7,2,4,1,25,"Win"
"Row626","3/8/2016",1534,"Overpass",16,2,13,0,16,1,28,"Lost"
"Row627","2/8/2016",2815,"Cache",16,13,26,7,21,2,66,"Win"
"Row628","2/8/2016",1967,"Cache",16,8,26,5,16,3,68,"Lost"
"Row629","1/8/2016",2562,"Nuke",16,11,4,2,4,0,10,"Win"
"Row630","1/8/2016",2779,"Inferno",13,16,14,6,16,3,38,"Lost"
"Row631","1/8/2016",2335,"Dust II",16,13,12,4,21,1,29,"Lost"
"Row632","6/7/2016",2322,"Mirage",16,8,16,4,17,3,45,"Lost"
"Row633","2/7/2016",1931,"Mirage",16,6,17,3,18,3,48,"Lost"
"Row634","1/7/2016",2748,"Mirage",15,15,32,7,25,5,82,"Tie"
"Row635","1/7/2016",1859,"Mirage",4,16,24,3,8,4,64,"Win"
"Row636","30/6/2016",1564,"Inferno",1,16,8,7,8,0,28,"Win"
"Row637","28/6/2016",1183,"Mirage",3,11,11,2,7,2,32,"Win"
"Row638","27/6/2016",2946,"Mirage",14,16,18,4,20,2,53,"Lost"
"Row639","27/6/2016",1574,"Mirage",16,3,16,7,10,4,42,"Win"
"Row640","27/6/2016",2565,"Mirage",11,16,19,8,20,2,52,"Lost"
"Row641","26/6/2016",1023,"Dust II",1,10,3,1,9,0,7,"Lost"
"Row642","21/6/2016",3049,"Mirage",16,14,21,7,25,5,68,"Lost"
"Row643","13/6/2016",2990,"Dust II",12,16,18,4,23,4,44,"Win"
"Row644","12/6/2016",2481,"Mirage",16,11,24,2,16,2,63,"Win"
"Row645","12/6/2016",2345,"Mirage",16,11,27,6,17,2,66,"Win"
"Row646","12/6/2016",1517,"Dust II",2,16,10,1,17,0,21,"Lost"
"Row647","12/6/2016",1902,"Dust II",16,7,15,3,17,3,44,"Lost"
"Row648","11/6/2016",1800,"Mirage",5,16,11,4,19,1,26,"Lost"
"Row649","10/6/2016",2291,"Inferno",9,16,21,10,20,3,60,"Win"
"Row650","9/6/2016",1971,"Dust II",16,7,12,1,22,2,25,"Lost"
"Row651","6/6/2016",1420,"Dust II",10,4,15,3,10,3,33,"Win"
"Row652","6/6/2016",2346,"Dust II",9,16,11,5,23,1,29,"Lost"
"Row653","5/6/2016",1815,"Mirage",16,3,13,3,11,1,32,"Win"
"Row654","4/6/2016",1463,"Mirage",1,16,12,1,9,2,30,"Win"
"Row655","4/6/2016",2198,"Dust II",16,9,9,2,16,1,28,"Win"
"Row656","1/6/2016",2512,"Inferno",16,11,10,4,22,0,30,"Lost"
"Row657","31/5/2016",3158,"Mirage",15,15,23,4,22,2,64,"Tie"
"Row658","28/2/2016",1828,"Mirage",6,16,9,3,18,1,23,"Lost"
"Row659","28/2/2016",2296,"Cobblestone",16,7,7,5,15,2,23,"Win"
"Row660","27/2/2016",1837,"Mirage",16,6,11,1,8,0,29,"Win"
"Row661","27/2/2016",1803,"Inferno",2,16,12,3,17,0,29,"Lost"
"Row662","27/2/2016",1862,"Mirage",16,4,11,3,9,1,28,"Win"
"Row663","27/2/2016",1961,"Cache",16,5,10,4,17,0,31,"Lost"
"Row664","26/2/2016",2800,"Inferno",15,15,21,3,19,2,54,"Tie"
"Row665","26/2/2016",2526,"Mirage",12,16,13,2,19,4,42,"Win"
"Row666","26/2/2016",2529,"Mirage",10,16,16,2,24,1,40,"Lost"
"Row667","25/2/2016",2459,"Mirage",16,8,15,3,16,1,40,"Win"
"Row668","24/2/2016",3062,"Dust II",15,15,22,4,23,0,55,"Tie"
"Row669","23/2/2016",2580,"Mirage",15,15,11,5,21,3,36,"Tie"
"Row670","23/2/2016",2132,"Inferno",5,16,12,2,14,2,36,"Win"
"Row671","22/2/2016",1899,"Inferno",3,16,3,0,2,0,11,"Win"
"Row672","22/2/2016",3090,"Inferno",13,16,16,5,21,0,46,"Lost"
"Row673","22/2/2016",1867,"Mirage",16,5,13,5,10,1,35,"Win"
"Row674","21/2/2016",2995,"Mirage",16,11,19,4,15,2,58,"Win"
"Row675","21/2/2016",2632,"Mirage",16,12,21,4,19,3,54,"Win"
"Row676","19/2/2016",2840,"Mirage",16,10,16,1,18,5,47,"Win"
"Row677","19/2/2016",2213,"Dust II",16,9,12,4,20,2,33,"Lost"
"Row678","19/2/2016",2219,"Mirage",16,8,12,2,20,2,35,"Lost"
"Row679","18/2/2016",1766,"Dust II",5,16,10,6,13,4,40,"Win"
"Row680","18/2/2016",2318,"Inferno",8,16,17,1,20,2,37,"Lost"
