"row ID","Map","Team A Rounds","Team B Rounds","Kills","Assists","Deaths","Mvp's","Points","Result"
"Row778","Inferno",15,15,16,5,25,0,41,"Tie"
"Row779","Cobblestone",16,12,18,4,21,1,46,"Win"
"Row780","Mirage",15,15,19,3,23,2,48,"Tie"
"Row781","Dust II",16,10,7,5,22,0,22,"Lost"
"Row782","Inferno",1,16,12,1,16,0,25,"Lost"
"Row783","Inferno",7,16,16,1,15,2,35,"Lost"
"Row784","Dust II",11,16,10,5,23,1,27,"Lost"
"Row785","Mirage",15,15,19,2,20,1,47,"Tie"
"Row786","Inferno",16,7,17,3,17,2,45,"Win"
"Row787","Italy",16,4,7,4,17,0,22,"Lost"
"Row788","Inferno",12,16,31,5,16,4,71,"Win"
"Row789","Inferno",15,15,20,5,20,2,53,"Tie"
"Row790","Cobblestone",16,11,20,3,20,1,47,"Lost"
"Row791","Dust II",16,8,17,2,14,0,45,"Win"
"Row792","Inferno",16,10,11,3,20,0,27,"Lost"
"Row793","Inferno",10,16,14,5,22,1,35,"Lost"
"Row794","Dust II",16,12,19,6,24,3,59,"Lost"
"Row795","Dust II",2,16,15,5,11,2,42,"Win"
"Row796","Dust II",13,16,10,2,21,3,26,"Win"
"Row797","Mirage",15,15,22,4,22,4,61,"Tie"
"Row798","Mirage",4,16,5,5,17,0,16,"Lost"
"Row799","Mirage",14,16,15,6,23,1,45,"Lost"
"Row800","Mirage",9,16,12,2,20,1,33,"Lost"
"Row801","Dust II",16,3,14,2,17,1,36,"Lost"
"Row802","Dust II",16,9,16,4,20,2,46,"Lost"
"Row803","Dust II",15,15,11,6,20,1,37,"Tie"
"Row804","Mirage",10,16,21,2,15,3,49,"Win"
"Row805","Mirage",9,16,13,5,19,1,33,"Lost"
"Row806","Dust II",16,1,13,5,8,1,33,"Win"
"Row807","Dust II",16,6,14,3,19,1,39,"Lost"
"Row808","Dust II",16,9,11,5,14,1,29,"Win"
"Row809","Dust II",15,15,18,3,23,1,49,"Tie"
"Row810","Mirage",3,16,11,6,8,1,39,"Win"
"Row811","Dust II",16,12,13,6,22,1,35,"Win"
"Row812","Dust II",13,16,8,8,22,2,30,"Lost"
"Row813","Mirage",4,16,3,1,9,0,7,"Lost"
"Row814","Dust II",6,16,16,4,13,3,41,"Win"
"Row815","Dust II",16,4,15,4,12,3,35,"Win"
"Row816","Dust II",16,11,20,4,17,1,49,"Win"
"Row817","Mirage",16,11,19,6,21,3,49,"Lost"
"Row818","Mirage",16,5,9,1,17,0,28,"Lost"
"Row819","Mirage",16,5,20,4,10,4,50,"Win"
"Row820","Mirage",16,12,20,5,20,4,52,"Win"
"Row821","Dust II",9,16,18,4,17,1,49,"Win"
"Row822","Inferno",12,16,19,3,19,3,48,"Win"
"Row823","Inferno",2,16,5,2,16,0,12,"Lost"
"Row824","Dust II",16,4,12,7,14,2,33,"Win"
"Row825","Dust II",16,9,28,4,18,4,62,"Win"
"Row826","Dust II",13,16,12,3,22,0,32,"Lost"
"Row827","Dust II",11,16,14,1,18,0,34,"Lost"
"Row828","Mirage",14,16,12,5,23,1,36,"Lost"
"Row829","Dust II",16,8,25,4,16,1,56,"Win"
"Row830","Dust II",16,10,17,4,16,1,50,"Win"
"Row831","Mirage",6,16,18,5,12,3,52,"Win"
"Row832","Mirage",16,9,19,4,17,3,47,"Win"
"Row833","Dust II",2,16,12,1,17,1,26,"Lost"
"Row834","Dust II",16,4,12,2,17,3,33,"Lost"
"Row835","Mirage",16,8,14,1,19,1,35,"Lost"
"Row836","Dust II",8,16,10,2,19,1,26,"Lost"
"Row837","Overpass",16,9,19,3,18,3,46,"Lost"
"Row838","Mirage",16,12,26,3,19,6,67,"Win"
"Row839","Dust II",16,5,9,3,18,1,28,"Lost"
"Row840","Cache",16,8,7,1,21,2,23,"Lost"
"Row841","Dust II",16,9,16,6,17,3,44,"Win"
"Row842","Dust II",0,16,7,0,16,0,14,"Lost"
"Row843","Mirage",5,16,8,3,14,0,19,"Lost"
"Row844","Mirage",9,16,19,3,16,2,47,"Win"
"Row845","Dust II",14,16,15,5,22,1,42,"Lost"
"Row846","Inferno",16,13,21,8,23,2,50,"Win"
"Row847","Mirage",12,16,17,10,23,1,52,"Win"
"Row848","Mirage",1,16,7,0,17,0,14,"Lost"
"Row849","Dust II",16,3,13,1,5,3,33,"Win"
"Row850","Mirage",6,16,10,4,18,2,29,"Lost"
"Row851","Inferno",16,7,15,4,14,2,36,"Win"
"Row852","Inferno",16,5,14,4,13,2,44,"Win"
"Row853","Inferno",16,13,21,3,16,3,52,"Win"
"Row854","Mirage",16,14,22,3,19,5,68,"Win"
"Row855","Dust II",14,16,13,7,22,1,44,"Lost"
"Row856","Overpass",9,16,13,9,21,0,43,"Lost"
"Row857","Mirage",16,1,6,3,17,0,19,"Lost"
"Row858","Mirage",16,11,21,7,21,3,53,"Lost"
"Row859","Dust II",16,2,13,5,10,1,33,"Win"
"Row860","Dust II",11,16,20,6,20,1,48,"Win"
"Row861","Dust II",9,16,9,1,8,2,21,"Lost"
"Row862","Cobblestone",15,15,27,1,21,4,64,"Tie"
"Row863","Dust II",16,6,17,3,14,1,37,"Win"
"Row864","Inferno",16,11,15,7,17,3,43,"Win"
"Row865","Inferno",14,16,14,5,22,1,36,"Lost"
"Row866","Nuke",11,16,14,8,23,3,43,"Lost"
"Row867","Inferno",16,6,0,0,1,0,0,"Lost"
"Row868","Inferno",13,16,12,4,22,1,34,"Lost"
"Row869","Cache",16,9,30,6,16,4,76,"Win"
"Row870","Mirage",9,16,13,7,20,1,35,"Lost"
"Row871","Inferno",16,12,11,5,21,0,27,"Win"
"Row872","Mirage",16,9,14,2,20,1,36,"Lost"
"Row873","Overpass",8,16,17,1,18,1,40,"Lost"
"Row874","Dust II",16,13,19,4,18,0,51,"Lost"
"Row875","Dust II",16,4,12,2,17,1,26,"Lost"
"Row876","Mirage",6,13,9,5,15,2,25,"Lost"
"Row877","Dust II",16,4,11,0,13,3,24,"Win"
"Row878","Dust II",3,16,9,3,18,0,21,"Lost"
"Row879","Mirage",4,16,12,2,12,3,36,"Win"
"Row880","Dust II",12,16,17,4,19,1,40,"Win"
"Row881","Dust II",9,16,26,6,16,6,71,"Win"
"Row882","Mirage",12,16,24,3,20,2,62,"Lost"
"Row883","Mirage",16,7,5,0,15,1,15,"Lost"
"Row884","Mirage",12,16,12,7,19,2,34,"Lost"
"Row885","Dust II",7,16,14,8,16,1,42,"Win"
"Row886","Mirage",4,16,12,4,16,1,35,"Lost"
"Row887","Inferno",16,9,25,3,22,3,58,"Lost"
"Row888","Dust II",16,5,22,10,11,3,58,"Win"
"Row889","Cache",14,16,13,4,22,2,45,"Win"
"Row890","Inferno",13,16,18,4,15,2,47,"Win"
"Row891","Dust II",16,12,17,2,13,3,47,"Lost"
"Row892","Dust II",6,16,8,5,20,0,21,"Lost"
"Row893","Dust II",16,8,11,8,17,3,39,"Win"
"Row894","Mirage",11,16,25,5,15,2,68,"Win"
"Row895","Dust II",9,16,17,6,19,1,45,"Lost"
"Row896","Mirage",12,16,11,4,18,2,32,"Lost"
"Row897","Dust II",7,16,25,3,13,4,62,"Win"
"Row898","Inferno",16,2,15,2,10,4,32,"Win"
"Row899","Mirage",14,16,13,10,19,2,46,"Lost"
"Row900","Dust II",4,16,19,4,10,4,48,"Win"
"Row901","Dust II",16,5,8,2,19,0,22,"Lost"
"Row902","Inferno",16,6,11,7,11,0,33,"Win"
"Row903","Nuke",16,9,7,4,22,0,18,"Lost"
"Row904","Cache",5,16,10,4,12,1,34,"Win"
"Row905","Dust II",16,6,10,2,13,0,31,"Lost"
"Row906","Mirage",5,16,11,2,11,1,34,"Win"
"Row907","Cache",16,6,10,1,18,2,23,"Lost"
"Row908","Mirage",5,16,7,3,18,0,21,"Lost"
"Row909","Dust II",9,16,12,5,20,2,31,"Lost"
"Row910","Dust II",10,16,14,8,18,2,43,"Lost"
"Row911","Overpass",2,16,10,4,16,2,29,"Lost"
"Row912","Nuke",16,13,12,5,25,0,32,"Lost"
"Row913","Dust II",16,14,16,5,25,2,42,"Lost"
"Row914","Dust II",15,15,13,7,22,1,45,"Tie"
"Row915","Inferno",12,16,24,9,22,3,61,"Lost"
"Row916","Mirage",2,16,22,4,10,3,52,"Win"
"Row917","Dust II",12,16,30,5,18,6,71,"Win"
"Row918","Cache",10,16,21,5,20,4,53,"Lost"
"Row919","Dust II",9,16,19,6,14,2,51,"Win"
"Row920","Inferno",2,10,11,2,9,2,24,"Lost"
"Row921","Inferno",16,4,13,3,12,3,31,"Win"
"Row922","Inferno",16,11,18,3,24,1,43,"Lost"
"Row923","Mirage",16,13,14,5,24,3,43,"Lost"
"Row924","Dust II",6,16,17,1,13,2,46,"Win"
"Row925","Inferno",6,16,5,3,14,0,19,"Win"
"Row926","Inferno",16,5,15,6,19,2,37,"Lost"
"Row927","Inferno",12,16,24,3,22,5,59,"Lost"
"Row928","Inferno",9,16,23,4,17,4,61,"Lost"
"Row929","Inferno",16,13,20,14,21,2,62,"Win"
"Row930","Inferno",16,11,15,8,18,2,38,"Win"
"Row931","Inferno",10,16,10,9,18,1,29,"Lost"
"Row932","Inferno",16,10,15,4,20,2,43,"Lost"
"Row933","Inferno",16,12,24,2,17,4,55,"Win"
"Row934","Dust II",16,9,13,3,20,2,36,"Win"
"Row935","Dust II",16,9,13,1,17,1,29,"Win"
"Row936","Dust II",16,9,7,2,10,0,30,"Lost"
"Row937","Dust II",16,10,19,4,18,3,56,"Win"
"Row938","Inferno",14,16,28,7,22,4,72,"Win"
"Row939","Inferno",3,16,7,2,16,0,18,"Lost"
"Row940","Dust II",16,14,19,4,21,3,50,"Win"
"Row941","Mirage",13,16,15,6,23,0,39,"Lost"
"Row942","Dust II",16,8,7,7,16,1,31,"Win"
"Row943","Dust II",5,16,14,3,12,2,42,"Win"
"Row944","Cache",13,16,13,4,21,2,39,"Lost"
"Row945","Dust II",7,16,7,0,14,2,24,"Win"
"Row946","Mirage",16,14,9,6,22,1,33,"Win"
"Row947","Dust II",10,16,19,2,11,2,56,"Win"
"Row948","Dust II",16,10,13,8,19,4,46,"Lost"
"Row949","Inferno",4,16,14,5,18,1,38,"Lost"
"Row950","Inferno",9,16,11,2,21,1,24,"Lost"
"Row951","Dust II",16,5,6,3,16,0,19,"Lost"
"Row952","Dust II",1,16,7,2,17,1,16,"Lost"
"Row953","Mirage",16,13,15,6,26,0,40,"Lost"
"Row954","Mirage",16,3,13,1,17,1,36,"Lost"
"Row955","Inferno",13,16,13,10,21,3,42,"Win"
"Row956","Dust II",7,16,13,3,17,1,31,"Lost"
"Row957","Dust II",6,16,9,4,18,1,22,"Lost"
"Row958","Mirage",16,7,12,4,18,0,33,"Lost"
"Row959","Dust II",16,7,15,7,15,2,43,"Win"
"Row960","Inferno",2,10,7,0,5,2,27,"Win"
"Row961","Dust II",15,15,9,4,23,0,28,"Tie"
"Row962","Dust II",5,16,11,3,15,2,38,"Win"
"Row963","Dust II",16,10,12,5,17,1,35,"Win"
"Row964","Dust II",16,14,14,3,24,0,34,"Lost"
"Row965","Mirage",16,12,6,5,21,0,24,"Lost"
"Row966","Mirage",16,7,13,6,16,1,33,"Win"
"Row967","Dust II",16,8,9,5,17,1,31,"Win"
"Row968","Dust II",15,15,28,4,19,3,74,"Tie"
"Row969","Dust II",6,16,19,6,14,4,59,"Win"
"Row970","Dust II",16,5,12,5,12,1,34,"Win"
"Row971","Dust II",9,16,18,3,19,2,48,"Lost"
"Row972","Mirage",12,16,18,3,19,2,53,"Lost"
"Row973","Dust II",16,2,15,5,16,0,41,"Lost"
"Row974","Inferno",16,9,19,6,21,2,50,"Lost"
"Row975","Dust II",2,16,11,2,8,1,32,"Win"
"Row976","Cache",9,16,9,3,14,1,22,"Lost"
"Row977","Dust II",14,16,15,2,24,2,35,"Lost"
"Row978","Dust II",16,1,17,4,8,3,39,"Win"
"Row979","Dust II",16,7,26,7,16,3,67,"Win"
"Row980","Dust II",16,2,10,3,18,0,28,"Lost"
"Row981","Dust II",16,14,13,4,22,1,33,"Lost"
"Row982","Mirage",16,5,21,6,15,1,52,"Win"
"Row983","Dust II",16,11,23,10,16,3,60,"Win"
"Row984","Dust II",16,9,22,4,16,2,51,"Win"
"Row985","Inferno",8,16,17,6,16,4,47,"Win"
"Row986","Cache",16,10,14,5,17,1,39,"Win"
"Row987","Mirage",3,16,10,4,18,1,26,"Lost"
"Row988","Dust II",6,16,17,5,13,1,51,"Win"
"Row989","Cache",12,16,0,0,5,0,0,"Win"
"Row990","Cache",9,16,18,3,23,1,41,"Lost"
"Row991","Dust II",16,12,26,8,17,2,70,"Lost"
"Row992","Cache",16,11,16,5,19,1,41,"Win"
"Row993","Mirage",12,16,10,6,18,3,36,"Win"
"Row994","Inferno",15,15,20,5,21,2,49,"Tie"
"Row995","Inferno",16,0,7,4,16,0,18,"Lost"
"Row996","Cache",12,16,27,4,19,8,80,"Lost"
"Row997","Mirage",16,9,13,7,22,0,40,"Lost"
"Row998","Dust II",16,4,10,1,17,0,24,"Lost"
"Row999","Dust II",12,16,24,8,22,3,61,"Win"
"Row1000","Dust II",7,16,14,3,20,2,31,"Lost"
"Row1001","Dust II",16,4,7,3,17,1,24,"Lost"
"Row1002","Dust II",13,16,21,6,23,3,61,"Win"
"Row1003","Mirage",16,5,16,3,16,2,40,"Lost"
"Row1004","Mirage",16,3,13,1,16,2,30,"Lost"
"Row1005","Mirage",5,16,10,7,13,1,35,"Win"
"Row1006","Dust II",15,15,18,6,22,3,53,"Tie"
"Row1007","Overpass",16,11,16,4,15,2,41,"Win"
"Row1008","Overpass",16,2,8,2,18,0,20,"Lost"
"Row1009","Dust II",16,12,20,4,19,3,51,"Win"
"Row1010","Mirage",16,11,14,8,20,4,47,"Lost"
"Row1011","Mirage",16,5,14,3,18,1,36,"Lost"
"Row1012","Cache",10,16,21,6,19,3,58,"Lost"
"Row1013","Inferno",12,16,22,12,21,3,64,"Win"
"Row1014","Mirage",16,6,15,6,10,3,46,"Win"
"Row1015","Dust II",16,6,17,2,17,1,44,"Lost"
"Row1016","Mirage",5,16,20,8,9,7,60,"Win"
"Row1017","Dust II",16,7,17,5,18,4,48,"Lost"
"Row1018","Inferno",15,15,22,1,18,4,53,"Tie"
"Row1019","Mirage",16,13,25,7,18,3,63,"Win"
"Row1020","Mirage",16,12,20,4,22,2,48,"Lost"
"Row1021","Inferno",11,16,10,3,21,0,23,"Lost"
"Row1022","Mirage",14,16,14,10,24,0,45,"Lost"
"Row1023","Mirage",12,16,13,6,22,2,41,"Win"
"Row1024","Inferno",4,13,11,2,9,1,29,"Win"
"Row1025","Mirage",16,7,18,5,19,2,47,"Lost"
"Row1026","Mirage",9,16,9,6,21,0,27,"Lost"
"Row1027","Mirage",11,16,17,4,17,4,47,"Win"
"Row1028","Mirage",6,16,11,6,19,3,31,"Lost"
"Row1029","Dust II",4,13,11,4,6,2,46,"Win"
"Row1030","Mirage",16,12,10,8,23,2,33,"Lost"
"Row1031","Cache",5,16,11,4,18,2,29,"Lost"
"Row1032","Dust II",5,16,2,3,7,0,7,"Lost"
"Row1033","Inferno",16,14,22,7,22,3,55,"Win"
"Row1034","Mirage",15,15,29,3,22,3,70,"Tie"
"Row1035","Mirage",15,15,15,5,22,1,41,"Tie"
"Row1036","Mirage",12,16,15,5,18,1,39,"Lost"
"Row1037","Inferno",16,6,20,5,14,3,51,"Win"
"Row1038","Inferno",16,7,24,2,10,6,57,"Win"
"Row1039","Mirage",13,16,24,8,20,6,60,"Win"
"Row1040","Inferno",10,16,15,3,17,1,40,"Win"
"Row1041","Mirage",16,2,17,3,7,1,38,"Win"
"Row1042","Mirage",16,13,18,5,22,1,52,"Lost"
"Row1043","Inferno",5,16,10,2,17,1,24,"Lost"
"Row1044","Mirage",3,16,14,3,17,0,33,"Lost"
"Row1045","Mirage",16,11,26,4,14,4,64,"Win"
"Row1046","Mirage",16,2,0,1,7,0,1,"Lost"
"Row1047","Inferno",16,4,13,8,8,2,38,"Win"
"Row1048","Inferno",13,16,21,5,17,4,53,"Lost"
"Row1049","Mirage",16,8,14,1,21,2,34,"Lost"
"Row1050","Inferno",6,16,11,10,13,1,42,"Win"
"Row1051","Inferno",10,16,22,6,17,5,64,"Win"
"Row1052","Dust II",5,16,9,7,16,3,37,"Win"
"Row1053","Dust II",10,0,9,1,1,2,19,"Win"
"Row1054","Mirage",9,16,14,9,18,3,41,"Lost"
"Row1055","Mirage",15,15,19,6,17,2,55,"Tie"
"Row1056","Mirage",2,16,9,5,6,2,35,"Win"
"Row1057","Inferno",6,16,11,2,16,1,24,"Lost"
"Row1058","Mirage",13,16,15,6,19,1,49,"Win"
"Row1059","Mirage",16,9,21,3,15,3,56,"Win"
"Row1060","Inferno",16,4,13,2,13,3,32,"Win"
"Row1061","Mirage",16,10,16,7,15,2,47,"Win"
"Row1062","Mirage",16,13,17,3,20,1,48,"Lost"
"Row1063","Mirage",16,14,23,7,21,4,57,"Lost"
"Row1064","Inferno",12,16,18,6,20,2,46,"Lost"
"Row1065","Inferno",2,16,16,2,9,2,44,"Win"
"Row1066","Inferno",2,16,6,4,17,1,16,"Lost"
"Row1067","Mirage",16,4,10,4,20,0,26,"Lost"
"Row1068","Dust II",11,16,26,5,21,4,62,"Win"
"Row1069","Dust II",16,13,22,5,21,1,54,"Win"
"Row1070","Inferno",16,4,16,11,7,3,44,"Win"
"Row1071","Dust II",4,16,8,5,18,1,25,"Lost"
"Row1072","Mirage",5,16,9,1,20,0,19,"Lost"
"Row1073","Mirage",10,16,19,2,16,3,49,"Win"
"Row1074","Inferno",16,4,13,7,8,0,39,"Win"
"Row1075","Mirage",5,16,14,2,12,1,36,"Win"
"Row1076","Inferno",16,8,23,5,11,2,53,"Win"
"Row1077","Inferno",8,16,16,3,19,1,35,"Lost"
"Row1078","Dust II",10,16,14,6,17,2,43,"Win"
"Row1079","Inferno",16,10,27,3,13,7,69,"Win"
"Row1080","Mirage",14,16,22,8,22,1,57,"Lost"
"Row1081","Mirage",16,6,15,1,9,2,39,"Win"
"Row1082","Inferno",16,10,13,4,15,0,30,"Win"
"Row1083","Inferno",11,16,20,10,17,1,64,"Win"
"Row1084","Dust II",1,16,13,4,16,0,30,"Lost"
"Row1085","Mirage",11,16,21,1,18,1,50,"Lost"
"Row1086","Inferno",14,16,25,6,22,3,63,"Lost"
"Row1087","Dust II",16,13,20,7,22,2,54,"Lost"
"Row1088","Mirage",16,1,5,1,16,1,11,"Lost"
"Row1089","Dust II",16,3,7,3,18,1,24,"Lost"
"Row1090","Inferno",10,16,12,6,20,0,32,"Lost"
"Row1091","Overpass",16,2,17,5,8,3,51,"Win"
"Row1092","Mirage",16,7,12,8,12,2,44,"Win"
"Row1093","Mirage",10,16,14,2,20,2,37,"Lost"
"Row1094","Mirage",16,13,18,4,19,0,45,"Win"
"Row1095","Mirage",16,3,12,4,17,0,36,"Lost"
"Row1096","Inferno",16,8,16,1,22,0,35,"Lost"
"Row1097","Dust II",9,16,20,6,18,4,53,"Win"
"Row1098","Dust II",16,9,21,4,12,2,54,"Win"
"Row1099","Mirage",15,15,20,7,23,4,48,"Tie"
"Row1100","Inferno",16,6,11,4,16,3,34,"Lost"
"Row1101","Mirage",7,16,15,2,20,1,32,"Lost"
"Row1102","Dust II",16,11,15,5,20,2,38,"Lost"
"Row1103","Mirage",16,9,16,4,22,1,45,"Lost"
"Row1104","Inferno",10,16,11,2,12,1,28,"Win"
"Row1105","Inferno",16,8,21,4,17,4,49,"Lost"
"Row1106","Mirage",6,16,16,5,11,5,51,"Win"
"Row1107","Dust II",12,16,13,5,17,0,36,"Win"
"Row1108","Inferno",6,16,7,6,19,1,20,"Lost"
"Row1109","Mirage",8,16,1,2,8,0,4,"Lost"
"Row1110","Dust II",9,16,16,2,13,2,44,"Win"
"Row1111","Inferno",10,16,16,7,23,3,47,"Lost"
"Row1112","Dust II",16,10,13,3,21,2,37,"Lost"
"Row1113","Dust II",8,16,12,4,20,1,32,"Lost"
"Row1114","Dust II",16,9,15,4,17,3,35,"Win"
"Row1115","Mirage",4,16,12,7,17,2,32,"Lost"
"Row1116","Dust II",16,6,18,5,12,1,47,"Win"
"Row1117","Mirage",16,5,10,3,15,2,32,"Lost"
"Row1118","Dust II",11,16,18,4,17,2,42,"Win"
"Row1119","Dust II",9,16,16,7,18,2,42,"Win"
"Row1120","Mirage",16,12,14,9,21,1,41,"Win"
"Row1121","Mirage",9,16,11,4,16,2,33,"Lost"
"Row1122","Dust II",16,5,8,1,19,2,26,"Lost"
"Row1123","Dust II",7,16,12,3,17,1,29,"Lost"
"Row1124","Dust II",16,13,15,7,22,1,42,"Win"
"Row1125","Dust II",12,16,13,1,21,1,28,"Lost"
"Row1126","Dust II",4,16,6,3,15,0,17,"Win"
"Row1127","Dust II",16,4,10,5,12,1,30,"Win"
"Row1128","Dust II",16,4,12,2,20,0,26,"Lost"
"Row1129","Dust II",16,8,19,6,21,2,51,"Lost"
"Row1130","Dust II",11,16,9,3,20,2,30,"Lost"
"Row1131","Dust II",8,16,11,4,20,1,31,"Lost"
"Row1132","Dust II",7,16,6,3,15,1,23,"Win"
